model,device,ctx_K,batch,dense_tpot_p50_ms,dense_tpot_p99_ms,sparse_tpot_p50_ms,sparse_tpot_p99_ms,speedup_dense_over_sparse,dense_hbf_stall_ms,sparse_hbf_stall_ms,dense_throughput_tok_s,sparse_throughput_tok_s,source
Mistral-7B-v0.1,h100,256,8,358.11,358.11,37.92,37.92,9.444,1334.94,54.2,22.36,212.37,simulated
Mistral-7B-v0.1,h100,256,16,355.0510,355.0510,27.9342,27.9342,12.7103,330.6810,3.5642,45.06,572.77,analytical
Mistral-7B-v0.1,h100,256,32,349.0907,349.0907,36.8270,36.8270,9.4792,324.7207,12.4570,91.67,868.93,analytical
Mistral-7B-v0.1,h100,256,64,346.6400,346.6400,65.7357,65.7357,5.2732,322.2700,41.3657,184.63,973.60,analytical
Mistral-7B-v0.1,h100,256,128,198.0414,198.0414,176.7700,176.7700,1.1203,173.6714,152.4000,646.33,724.10,analytical
Mistral-7B-v0.1,h100,512,4,648.85,715.95,65.9,72.61,9.846,2722.89,149.54,11.18,110.56,simulated
Mistral-7B-v0.1,h100,512,8,713.2669,713.2669,51.6065,51.6065,13.8212,675.3469,13.6865,11.22,155.02,analytical
Mistral-7B-v0.1,h100,512,16,707.4573,707.4573,33.6151,33.6151,21.0458,683.0873,9.2451,22.62,475.98,analytical
Mistral-7B-v0.1,h100,512,32,694.6564,694.6564,52.3763,52.3763,13.2628,670.2864,28.0063,46.07,610.96,analytical
Mistral-7B-v0.1,h100,512,64,689.5200,689.5200,112.1814,112.1814,6.1465,665.1500,87.8114,92.82,570.50,analytical
Mistral-7B-v0.1,h100,512,128,382.4529,382.4529,339.3300,339.3300,1.1271,358.0829,314.9600,334.68,377.21,analytical
Mixtral-8x7B-v0.1,a100,4,4,24.45,27.39,24.15,27.05,1.012,0.0,0.0,294.84,298.59,simulated
Mixtral-8x7B-v0.1,a100,4,8,16.59,16.59,16.37,16.37,1.013,0.0,0.0,489.88,496.42,simulated
Mixtral-8x7B-v0.1,a100,4,16,16.58,16.58,16.58,16.58,1.0,0.0,0.0,489.96,489.96,simulated
Mixtral-8x7B-v0.1,a100,4,32,16.58,16.58,16.58,16.58,1.0,0.0,0.0,490.02,490.02,simulated
Mixtral-8x7B-v0.1,a100,4,64,16.58,16.58,16.58,16.58,1.0,0.0,0.0,490.02,490.02,simulated
Mixtral-8x7B-v0.1,a100,4,128,16.58,16.58,16.58,16.58,1.0,0.0,0.0,490.02,490.02,simulated
Mixtral-8x7B-v0.1,a100,8,4,26.94,30.16,26.94,30.16,1.0,0.0,0.0,267.47,267.47,simulated
Mixtral-8x7B-v0.1,a100,8,8,19.3,19.3,19.3,19.3,1.0,0.0,0.0,419.96,419.96,simulated
Mixtral-8x7B-v0.1,a100,8,16,19.3,19.3,19.3,19.3,1.0,0.0,0.0,419.96,419.96,simulated
Mixtral-8x7B-v0.1,a100,8,32,19.3,19.3,19.3,19.3,1.0,0.0,0.0,419.96,419.96,simulated
Mixtral-8x7B-v0.1,a100,8,64,19.3,19.3,19.3,19.3,1.0,0.0,0.0,419.96,419.96,simulated
Mixtral-8x7B-v0.1,a100,8,128,19.3,19.3,19.3,19.3,1.0,0.0,0.0,419.96,419.96,simulated
Mixtral-8x7B-v0.1,a100,16,4,31.54,35.22,31.54,35.22,1.0,0.0,0.0,228.77,228.77,simulated
Mixtral-8x7B-v0.1,a100,16,8,25.19,25.19,24.39,24.39,1.033,3.17,0.0,320.87,331.42,simulated
Mixtral-8x7B-v0.1,a100,16,16,25.19,25.19,24.39,24.39,1.033,3.17,0.0,320.87,331.42,simulated
Mixtral-8x7B-v0.1,a100,16,32,25.19,25.19,24.39,24.39,1.033,3.17,0.0,320.87,331.42,simulated
Mixtral-8x7B-v0.1,a100,16,64,25.19,25.19,24.39,24.39,1.033,3.17,0.0,320.87,331.42,simulated
Mixtral-8x7B-v0.1,a100,16,128,25.19,25.19,24.39,24.39,1.033,3.17,0.0,320.87,331.42,simulated
Mixtral-8x7B-v0.1,a100,32,4,42.43,46.63,31.54,35.22,1.345,45.6,0.0,172.52,228.77,simulated
Mixtral-8x7B-v0.1,a100,32,8,46.62,46.62,24.39,24.39,1.911,88.89,0.0,172.56,331.42,simulated
Mixtral-8x7B-v0.1,a100,32,16,46.62,46.62,24.39,24.39,1.911,88.89,0.0,172.56,331.42,simulated
Mixtral-8x7B-v0.1,a100,32,32,46.62,46.62,24.39,24.39,1.911,88.89,0.0,172.56,331.42,simulated
Mixtral-8x7B-v0.1,a100,32,64,46.62,46.62,24.39,24.39,1.911,88.89,0.0,172.56,331.42,simulated
Mixtral-8x7B-v0.1,a100,32,128,36.6807,36.6807,34.5700,34.5700,1.0611,12.2907,10.1800,3489.57,3702.63,analytical
Mixtral-8x7B-v0.1,a100,64,4,81.57,89.96,31.54,35.22,2.586,218.93,0.0,89.19,228.77,simulated
Mixtral-8x7B-v0.1,a100,64,8,89.95,89.95,24.39,24.39,3.688,262.21,0.0,89.19,331.42,simulated
Mixtral-8x7B-v0.1,a100,64,16,89.95,89.95,24.39,24.39,3.688,262.21,0.0,89.19,331.42,simulated
Mixtral-8x7B-v0.1,a100,64,32,89.95,89.95,24.39,24.39,3.688,262.21,0.0,89.19,331.42,simulated
Mixtral-8x7B-v0.1,a100,64,64,89.4800,89.4800,30.9343,30.9343,2.8926,65.0900,6.5443,715.24,2068.90,analytical
Mixtral-8x7B-v0.1,a100,64,128,59.7264,59.7264,54.9300,54.9300,1.0873,35.3364,30.5400,2143.10,2330.24,analytical
Mixtral-8x7B-v0.1,a100,128,4,162.43,179.21,31.54,35.22,5.15,575.93,0.0,44.7,228.77,simulated
Mixtral-8x7B-v0.1,a100,128,8,179.2,179.2,24.39,24.39,7.347,619.21,0.0,44.71,331.42,simulated
Mixtral-8x7B-v0.1,a100,128,16,179.2,179.2,24.39,24.39,7.347,619.21,0.0,44.71,331.42,simulated
Mixtral-8x7B-v0.1,a100,128,32,176.3079,176.3079,29.0817,29.0817,6.0625,151.9179,4.6917,181.50,1100.35,analytical
Mixtral-8x7B-v0.1,a100,128,64,175.2000,175.2000,42.5686,42.5686,4.1157,150.8100,18.1786,365.30,1503.46,analytical
Mixtral-8x7B-v0.1,a100,128,128,105.8179,105.8179,95.6500,95.6500,1.1063,81.4279,71.2600,1209.63,1338.21,analytical
Mixtral-8x7B-v0.1,a100,256,4,324.57,358.12,34.58,38.27,9.386,1291.58,12.16,22.35,210.47,simulated
Mixtral-8x7B-v0.1,a100,256,8,358.11,358.11,37.93,37.93,9.441,1334.87,54.12,22.36,212.37,simulated
Mixtral-8x7B-v0.1,a100,256,16,355.0510,355.0510,27.9612,27.9612,12.6980,330.6610,3.5712,45.06,572.22,analytical
Mixtral-8x7B-v0.1,a100,256,32,349.0907,349.0907,36.8716,36.8716,9.4677,324.7007,12.4816,91.67,867.88,analytical
Mixtral-8x7B-v0.1,a100,256,64,346.6400,346.6400,65.8371,65.8371,5.2651,322.2500,41.4471,184.63,972.10,analytical
Mixtral-8x7B-v0.1,a100,256,128,198.0007,198.0007,177.0900,177.0900,1.1181,173.6107,152.7000,646.46,722.80,analytical
Mixtral-8x7B-v0.1,a100,512,4,648.85,715.95,65.9,72.61,9.846,2722.89,149.55,11.18,110.56,simulated
Mixtral-8x7B-v0.1,a100,512,8,708.0466,708.0466,51.6141,51.6141,13.7181,670.1166,13.6841,11.30,155.00,analytical
Mixtral-8x7B-v0.1,a100,512,16,707.4573,707.4573,33.6533,33.6533,21.0220,683.0673,9.2633,22.62,475.44,analytical
Mixtral-8x7B-v0.1,a100,512,32,694.6564,694.6564,52.4514,52.4514,13.2438,670.2664,28.0614,46.07,610.09,analytical
Mixtral-8x7B-v0.1,a100,512,64,689.5200,689.5200,112.3743,112.3743,6.1359,665.1300,87.9843,92.82,569.53,analytical
Mixtral-8x7B-v0.1,a100,512,128,382.3664,382.3664,339.9700,339.9700,1.1247,357.9764,315.5800,334.76,376.50,analytical
Mixtral-8x7B-v0.1,a40,4,4,24.43,27.37,24.43,27.36,1.0,0.0,0.0,295.05,295.13,simulated
Mixtral-8x7B-v0.1,a40,4,8,16.57,16.57,16.57,16.57,1.0,0.0,0.0,490.2,490.33,simulated
Mixtral-8x7B-v0.1,a40,4,16,16.58,16.58,16.58,16.58,1.0,0.0,0.0,490.13,490.1,simulated
Mixtral-8x7B-v0.1,a40,4,32,16.58,16.58,16.58,16.58,1.0,0.0,0.0,490.13,490.13,simulated
Mixtral-8x7B-v0.1,a40,4,64,16.58,16.58,16.58,16.58,1.0,0.0,0.0,490.13,490.13,simulated
Mixtral-8x7B-v0.1,a40,4,128,16.57,16.57,16.57,16.57,1.0,0.0,0.0,490.2,490.2,simulated
Mixtral-8x7B-v0.1,a40,8,4,26.94,30.17,26.94,30.17,1.0,0.0,0.0,267.47,267.47,simulated
Mixtral-8x7B-v0.1,a40,8,8,19.3,19.3,19.3,19.3,1.0,0.0,0.0,419.98,419.98,simulated
Mixtral-8x7B-v0.1,a40,8,16,19.3,19.3,19.3,19.3,1.0,0.0,0.0,419.98,419.98,simulated
Mixtral-8x7B-v0.1,a40,8,32,19.3,19.3,19.3,19.3,1.0,0.0,0.0,419.98,419.98,simulated
Mixtral-8x7B-v0.1,a40,8,64,19.3,19.3,19.3,19.3,1.0,0.0,0.0,419.98,419.98,simulated
Mixtral-8x7B-v0.1,a40,8,128,19.3,19.3,19.3,19.3,1.0,0.0,0.0,419.98,419.98,simulated
Mixtral-8x7B-v0.1,a40,16,4,31.57,35.25,31.57,35.25,1.0,0.0,0.0,228.6,228.6,simulated
Mixtral-8x7B-v0.1,a40,16,8,25.18,25.18,24.39,24.39,1.032,3.17,0.0,320.94,331.46,simulated
Mixtral-8x7B-v0.1,a40,16,16,25.18,25.18,24.39,24.39,1.032,3.17,0.0,320.94,331.46,simulated
Mixtral-8x7B-v0.1,a40,16,32,25.18,25.18,24.39,24.39,1.032,3.17,0.0,320.94,331.46,simulated
Mixtral-8x7B-v0.1,a40,16,64,25.18,25.18,24.39,24.39,1.032,3.17,0.0,320.94,331.46,simulated
Mixtral-8x7B-v0.1,a40,16,128,25.18,25.18,24.39,24.39,1.032,3.17,0.0,320.94,331.46,simulated
Mixtral-8x7B-v0.1,a40,32,4,42.43,46.62,31.57,35.25,1.344,45.5,0.0,172.53,228.6,simulated
Mixtral-8x7B-v0.1,a40,32,8,46.62,46.62,24.39,24.39,1.911,88.9,0.0,172.56,331.46,simulated
Mixtral-8x7B-v0.1,a40,32,16,46.62,46.62,24.39,24.39,1.911,88.9,0.0,172.56,331.46,simulated
Mixtral-8x7B-v0.1,a40,32,32,46.62,46.62,24.39,24.39,1.911,88.9,0.0,172.56,331.46,simulated
Mixtral-8x7B-v0.1,a40,32,64,46.62,46.62,24.39,24.39,1.911,88.9,0.0,172.56,331.46,simulated
Mixtral-8x7B-v0.1,a40,32,128,36.6700,36.6700,34.5700,34.5700,1.0607,12.2800,10.1800,3490.59,3702.63,analytical
Mixtral-8x7B-v0.1,a40,64,4,81.56,89.96,31.57,35.25,2.583,218.82,0.0,89.19,228.6,simulated
Mixtral-8x7B-v0.1,a40,64,8,89.95,89.95,24.39,24.39,3.688,262.22,0.0,89.2,331.46,simulated
Mixtral-8x7B-v0.1,a40,64,16,89.95,89.95,24.39,24.39,3.688,262.22,0.0,89.2,331.46,simulated
Mixtral-8x7B-v0.1,a40,64,32,89.95,89.95,24.39,24.39,3.688,262.22,0.0,89.2,331.46,simulated
Mixtral-8x7B-v0.1,a40,64,64,89.5000,89.5000,30.9343,30.9343,2.8932,65.1100,6.5443,715.08,2068.90,analytical
Mixtral-8x7B-v0.1,a40,64,128,59.7100,59.7100,54.9300,54.9300,1.0870,35.3200,30.5400,2143.69,2330.24,analytical
Mixtral-8x7B-v0.1,a40,128,4,162.43,179.21,31.57,35.25,5.145,575.83,0.0,44.7,228.6,simulated
Mixtral-8x7B-v0.1,a40,128,8,179.2,179.2,24.39,24.39,7.347,619.23,0.0,44.71,331.46,simulated
Mixtral-8x7B-v0.1,a40,128,16,179.2,179.2,24.39,24.39,7.347,619.23,0.0,44.71,331.46,simulated
Mixtral-8x7B-v0.1,a40,128,32,176.3207,176.3207,29.0817,29.0817,6.0630,151.9307,4.6917,181.49,1100.35,analytical
Mixtral-8x7B-v0.1,a40,128,64,175.2600,175.2600,42.5686,42.5686,4.1171,150.8700,18.1786,365.17,1503.46,analytical
Mixtral-8x7B-v0.1,a40,128,128,105.7900,105.7900,95.6500,95.6500,1.1060,81.4000,71.2600,1209.94,1338.21,analytical
Mixtral-8x7B-v0.1,a40,256,4,324.57,358.12,34.58,38.26,9.386,1291.48,12.05,22.35,210.49,simulated
Mixtral-8x7B-v0.1,a40,256,8,358.11,358.11,37.92,37.92,9.444,1334.88,54.14,22.36,212.37,simulated
Mixtral-8x7B-v0.1,a40,256,16,355.0603,355.0603,27.9612,27.9612,12.6983,330.6703,3.5712,45.06,572.22,analytical
Mixtral-8x7B-v0.1,a40,256,32,349.1264,349.1264,36.8716,36.8716,9.4687,324.7364,12.4816,91.66,867.88,analytical
Mixtral-8x7B-v0.1,a40,256,64,346.7800,346.7800,65.8371,65.8371,5.2672,322.3900,41.4471,184.56,972.10,analytical
Mixtral-8x7B-v0.1,a40,256,128,197.9500,197.9500,177.0900,177.0900,1.1178,173.5600,152.7000,646.63,722.80,analytical
Mixtral-8x7B-v0.1,a40,512,4,648.85,715.95,65.9,72.61,9.846,2722.79,149.45,11.18,110.56,simulated
Mixtral-8x7B-v0.1,a40,512,8,713.2739,713.2739,51.5961,51.5961,13.8242,675.3539,13.6761,11.22,155.05,analytical
Mixtral-8x7B-v0.1,a40,512,16,707.4818,707.4818,33.6533,33.6533,21.0227,683.0918,9.2633,22.62,475.44,analytical
Mixtral-8x7B-v0.1,a40,512,32,694.7379,694.7379,52.4514,52.4514,13.2454,670.3479,28.0614,46.06,610.09,analytical
Mixtral-8x7B-v0.1,a40,512,64,689.8200,689.8200,112.3743,112.3743,6.1386,665.4300,87.9843,92.78,569.53,analytical
Mixtral-8x7B-v0.1,a40,512,128,382.2700,382.2700,339.9700,339.9700,1.1244,357.8800,315.5800,334.84,376.50,analytical
Mixtral-8x7B-v0.1,h100,4,4,24.13,27.02,24.45,27.39,0.987,0.0,0.0,298.85,294.84,simulated
Mixtral-8x7B-v0.1,h100,4,8,16.37,16.37,16.38,16.38,0.999,0.0,0.0,496.33,496.21,simulated
Mixtral-8x7B-v0.1,h100,4,16,16.38,16.38,16.38,16.38,1.0,0.0,0.0,496.25,496.25,simulated
Mixtral-8x7B-v0.1,h100,4,32,16.38,16.38,16.38,16.38,1.0,0.0,0.0,496.23,496.23,simulated
Mixtral-8x7B-v0.1,h100,4,64,16.38,16.38,16.38,16.38,1.0,0.0,0.0,496.23,496.23,simulated
Mixtral-8x7B-v0.1,h100,4,128,16.38,16.38,16.38,16.38,1.0,0.0,0.0,496.23,496.23,simulated
Mixtral-8x7B-v0.1,h100,8,4,26.6,29.78,26.6,29.78,1.0,0.0,0.0,270.93,270.93,simulated
Mixtral-8x7B-v0.1,h100,8,8,19.09,19.09,19.09,19.09,1.0,0.0,0.0,424.77,424.77,simulated
Mixtral-8x7B-v0.1,h100,8,16,19.09,19.09,19.09,19.09,1.0,0.0,0.0,424.77,424.77,simulated
Mixtral-8x7B-v0.1,h100,8,32,19.09,19.09,19.09,19.09,1.0,0.0,0.0,424.77,424.77,simulated
Mixtral-8x7B-v0.1,h100,8,64,19.09,19.09,19.09,19.09,1.0,0.0,0.0,424.77,424.77,simulated
Mixtral-8x7B-v0.1,h100,8,128,19.09,19.09,19.09,19.09,1.0,0.0,0.0,424.77,424.77,simulated
Mixtral-8x7B-v0.1,h100,16,4,31.2,34.85,31.2,34.85,1.0,0.0,0.0,231.25,231.25,simulated
Mixtral-8x7B-v0.1,h100,16,8,25.1,25.1,24.18,24.18,1.038,3.68,0.0,321.95,334.32,simulated
Mixtral-8x7B-v0.1,h100,16,16,25.1,25.1,24.18,24.18,1.038,3.68,0.0,321.95,334.32,simulated
Mixtral-8x7B-v0.1,h100,16,32,25.1,25.1,24.18,24.18,1.038,3.68,0.0,321.95,334.32,simulated
Mixtral-8x7B-v0.1,h100,16,64,25.1,25.1,24.18,24.18,1.038,3.68,0.0,321.95,334.32,simulated
Mixtral-8x7B-v0.1,h100,16,128,25.1,25.1,24.18,24.18,1.038,3.68,0.0,321.95,334.32,simulated
Mixtral-8x7B-v0.1,h100,32,4,42.39,46.58,31.2,34.85,1.359,46.94,0.0,172.68,231.25,simulated
Mixtral-8x7B-v0.1,h100,32,8,46.57,46.57,24.18,24.18,1.926,89.56,0.0,172.71,334.32,simulated
Mixtral-8x7B-v0.1,h100,32,16,46.57,46.57,24.18,24.18,1.926,89.56,0.0,172.71,334.32,simulated
Mixtral-8x7B-v0.1,h100,32,32,46.57,46.57,24.18,24.18,1.926,89.56,0.0,172.71,334.32,simulated
Mixtral-8x7B-v0.1,h100,32,64,46.57,46.57,24.18,24.18,1.926,89.56,0.0,172.71,334.32,simulated
Mixtral-8x7B-v0.1,h100,32,128,36.7407,36.7407,34.3600,34.3600,1.0693,12.5607,10.1800,3483.87,3725.26,analytical
Mixtral-8x7B-v0.1,h100,64,4,81.52,89.91,31.2,34.85,2.613,220.26,0.0,89.23,231.25,simulated
Mixtral-8x7B-v0.1,h100,64,8,89.91,89.91,24.18,24.18,3.718,262.88,0.0,89.24,334.32,simulated
Mixtral-8x7B-v0.1,h100,64,16,89.91,89.91,24.18,24.18,3.718,262.88,0.0,89.24,334.32,simulated
Mixtral-8x7B-v0.1,h100,64,32,89.91,89.91,24.18,24.18,3.718,262.88,0.0,89.24,334.32,simulated
Mixtral-8x7B-v0.1,h100,64,64,89.5100,89.5100,30.7243,30.7243,2.9133,65.3300,6.5443,715.00,2083.04,analytical
Mixtral-8x7B-v0.1,h100,64,128,60.1064,60.1064,54.7200,54.7200,1.0984,35.9264,30.5400,2129.56,2339.18,analytical
Mixtral-8x7B-v0.1,h100,128,4,162.43,179.21,31.2,34.85,5.206,577.43,0.0,44.7,231.25,simulated
Mixtral-8x7B-v0.1,h100,128,8,179.2,179.2,24.18,24.18,7.411,620.05,0.0,44.71,334.32,simulated
Mixtral-8x7B-v0.1,h100,128,16,179.2,179.2,24.18,24.18,7.411,620.05,0.0,44.71,334.32,simulated
Mixtral-8x7B-v0.1,h100,128,32,176.3329,176.3329,28.8717,28.8717,6.1075,152.1529,4.6917,181.47,1108.35,analytical
Mixtral-8x7B-v0.1,h100,128,64,175.3900,175.3900,42.3586,42.3586,4.1406,151.2100,18.1786,364.90,1510.91,analytical
Mixtral-8x7B-v0.1,h100,128,128,106.8379,106.8379,95.4400,95.4400,1.1194,82.6579,71.2600,1198.08,1341.16,analytical
Mixtral-8x7B-v0.1,h100,256,4,324.57,358.12,34.54,38.18,9.397,1293.08,13.33,22.35,210.93,simulated
Mixtral-8x7B-v0.1,h100,256,8,358.11,358.11,37.88,37.88,9.454,1335.71,54.8,22.36,212.6,simulated
Mixtral-8x7B-v0.1,h100,256,16,355.1445,355.1445,27.7512,27.7512,12.7974,330.9645,3.5712,45.05,576.55,analytical
Mixtral-8x7B-v0.1,h100,256,32,349.2357,349.2357,36.6616,36.6616,9.5259,325.0557,12.4816,91.63,872.85,analytical
Mixtral-8x7B-v0.1,h100,256,64,347.1500,347.1500,65.6271,65.6271,5.2897,322.9700,41.4471,184.36,975.21,analytical
Mixtral-8x7B-v0.1,h100,256,128,200.3007,200.3007,176.8800,176.8800,1.1324,176.1207,152.7000,639.04,723.65,analytical
Mixtral-8x7B-v0.1,h100,512,4,648.85,715.95,65.86,72.57,9.852,2724.4,150.88,11.18,110.63,simulated
Mixtral-8x7B-v0.1,h100,512,8,713.3637,713.3637,51.6924,51.6924,13.8002,675.4837,13.8124,11.21,154.76,analytical
Mixtral-8x7B-v0.1,h100,512,16,707.7317,707.7317,33.4433,33.4433,21.1622,683.5517,9.2633,22.61,478.42,analytical
Mixtral-8x7B-v0.1,h100,512,32,695.0414,695.0414,52.2414,52.2414,13.3044,670.8614,28.0614,46.04,612.54,analytical
Mixtral-8x7B-v0.1,h100,512,64,690.6700,690.6700,112.1643,112.1643,6.1577,666.4900,87.9843,92.66,570.59,analytical
Mixtral-8x7B-v0.1,h100,512,128,387.2264,387.2264,339.7600,339.7600,1.1397,363.0464,315.5800,330.56,376.74,analytical
Qwen-72B,a100,4,4,243.9,271.69,243.9,271.69,1.0,0.0,0.0,29.47,29.47,simulated
Qwen-72B,a100,4,8,168.96,168.96,168.96,168.96,1.0,0.0,0.0,47.42,47.42,simulated
Qwen-72B,a100,4,16,168.96,168.96,168.96,168.96,1.0,0.0,0.0,47.42,47.42,simulated
Qwen-72B,a100,4,32,168.96,168.96,168.96,168.96,1.0,0.0,0.0,47.42,47.42,simulated
Qwen-72B,a100,4,64,168.9600,168.9600,168.9600,168.9600,1.0000,0.0000,0.0000,378.79,378.79,analytical
Qwen-72B,a100,4,128,168.9600,168.9600,168.9600,168.9600,1.0000,0.0000,0.0000,757.58,757.58,analytical
Qwen-72B,a100,8,4,243.9,271.7,243.87,271.67,1.0,0.0,0.0,29.47,29.48,simulated
Qwen-72B,a100,8,8,242.36,242.36,168.94,168.94,1.435,293.61,0.0,33.04,47.42,simulated
Qwen-72B,a100,8,16,242.36,242.36,168.95,168.95,1.435,293.65,0.0,33.04,47.42,simulated
Qwen-72B,a100,8,32,168.9600,168.9600,168.9600,168.9600,1.0000,0.0000,0.0000,189.39,189.39,analytical
Qwen-72B,a100,8,64,168.9600,168.9600,168.9600,168.9600,1.0000,0.0000,0.0000,378.79,378.79,analytical
Qwen-72B,a100,8,128,168.9600,168.9600,168.9600,168.9600,1.0000,0.0000,0.0000,757.58,757.58,analytical
Qwen-72B,a100,16,4,417.16,459.18,243.9,271.69,1.71,750.05,0.0,17.43,29.47,simulated
Qwen-72B,a100,16,8,459.06,459.06,168.95,168.95,2.717,1160.43,0.0,17.44,47.42,simulated
Qwen-72B,a100,16,16,389.1600,389.1600,168.9500,168.9500,2.3034,220.2100,0.0000,41.11,94.70,analytical
Qwen-72B,a100,16,32,168.9600,168.9600,168.9600,168.9600,1.0000,0.0000,0.0000,189.39,189.39,analytical
Qwen-72B,a100,16,64,168.9600,168.9600,168.9600,168.9600,1.0000,0.0000,0.0000,378.79,378.79,analytical
Qwen-72B,a100,16,128,168.9600,168.9600,168.9600,168.9600,1.0000,0.0000,0.0000,757.58,757.58,analytical
Qwen-72B,a100,32,4,811.66,895.62,243.9,271.7,3.328,2495.7,0.0,8.93,29.47,simulated
Qwen-72B,a100,32,8,892.4600,892.4600,168.9500,168.9500,5.2824,723.5100,0.0000,8.96,47.35,analytical
Qwen-72B,a100,32,16,682.7600,682.7600,168.9500,168.9500,4.0412,513.8100,0.0000,23.43,94.70,analytical
Qwen-72B,a100,32,32,168.9600,168.9600,168.9600,168.9600,1.0000,0.0000,0.0000,189.39,189.39,analytical
Qwen-72B,a100,32,64,168.9600,168.9600,168.9600,168.9600,1.0000,0.0000,0.0000,378.79,378.79,analytical
Qwen-72B,a100,32,128,168.9600,168.9600,168.9600,168.9600,1.0000,0.0000,0.0000,757.58,757.58,analytical
Qwen-72B,a100,64,4,1600.6600,1773.5682,243.9000,270.2468,6.5628,1356.7600,0.0000,2.50,16.40,analytical
Qwen-72B,a100,64,8,1759.2600,1759.2600,168.9500,168.9500,10.4129,1590.3100,0.0000,4.55,47.35,analytical
Qwen-72B,a100,64,16,1269.9600,1269.9600,168.9500,168.9500,7.5168,1101.0100,0.0000,12.60,94.70,analytical
Qwen-72B,a100,64,32,168.9600,168.9600,168.9600,168.9600,1.0000,0.0000,0.0000,189.39,189.39,analytical
Qwen-72B,a100,64,64,168.9600,168.9600,168.9600,168.9600,1.0000,0.0000,0.0000,378.79,378.79,analytical
Qwen-72B,a100,64,128,168.9600,168.9600,168.9600,168.9600,1.0000,0.0000,0.0000,757.58,757.58,analytical
Qwen-72B,a100,128,4,3178.6600,3522.0287,243.9000,270.2468,13.0326,2934.7600,0.0000,1.26,16.40,analytical
Qwen-72B,a100,128,8,3492.8600,3492.8600,168.9500,168.9500,20.6739,3323.9100,0.0000,2.29,47.35,analytical
Qwen-72B,a100,128,16,2444.3600,2444.3600,168.9500,168.9500,14.4679,2275.4100,0.0000,6.55,94.70,analytical
Qwen-72B,a100,128,32,168.9600,168.9600,168.9600,168.9600,1.0000,0.0000,0.0000,189.39,189.39,analytical
Qwen-72B,a100,128,64,168.9600,168.9600,168.9600,168.9600,1.0000,0.0000,0.0000,378.79,378.79,analytical
Qwen-72B,a100,128,128,168.9600,168.9600,168.9600,168.9600,1.0000,0.0000,0.0000,757.58,757.58,analytical
Qwen-72B,a100,256,4,6334.6600,7018.9495,243.9000,270.2468,25.9724,6090.7600,0.0000,0.63,16.40,analytical
Qwen-72B,a100,256,8,6960.0600,6960.0600,168.9500,168.9500,41.1960,6791.1100,0.0000,1.15,47.35,analytical
Qwen-72B,a100,256,16,4793.1600,4793.1600,168.9500,168.9500,28.3703,4624.2100,0.0000,3.34,94.70,analytical
Qwen-72B,a100,256,32,168.9600,168.9600,168.9600,168.9600,1.0000,0.0000,0.0000,189.39,189.39,analytical
Qwen-72B,a100,256,64,168.9600,168.9600,168.9600,168.9600,1.0000,0.0000,0.0000,378.79,378.79,analytical
Qwen-72B,a100,256,128,168.9600,168.9600,168.9600,168.9600,1.0000,0.0000,0.0000,757.58,757.58,analytical
Qwen-72B,a100,512,4,12646.6600,14012.7912,243.9000,270.2468,51.8518,12402.7600,0.0000,0.32,16.40,analytical
Qwen-72B,a100,512,8,13894.4600,13894.4600,168.9500,168.9500,82.2401,13725.5100,0.0000,0.58,47.35,analytical
Qwen-72B,a100,512,16,9490.7600,9490.7600,168.9500,168.9500,56.1750,9321.8100,0.0000,1.69,94.70,analytical
Qwen-72B,a100,512,32,168.9600,168.9600,168.9600,168.9600,1.0000,0.0000,0.0000,189.39,189.39,analytical
Qwen-72B,a100,512,64,168.9600,168.9600,168.9600,168.9600,1.0000,0.0000,0.0000,378.79,378.79,analytical
Qwen-72B,a100,512,128,168.9600,168.9600,168.9600,168.9600,1.0000,0.0000,0.0000,757.58,757.58,analytical
Qwen-72B,a40,4,4,668.04,747.87,668.04,747.87,1.0,0.0,0.0,10.7,10.7,simulated
Qwen-72B,a40,4,8,471.63,471.63,471.6,471.6,1.0,0.0,0.0,16.97,16.97,simulated
Qwen-72B,a40,4,16,471.68,471.68,471.63,471.63,1.0,0.0,0.0,16.97,16.97,simulated
Qwen-72B,a40,4,32,471.68,471.68,471.68,471.68,1.0,0.0,0.0,16.97,16.97,simulated
Qwen-72B,a40,4,64,471.6800,471.6800,471.6800,471.6800,1.0000,0.0000,0.0000,135.69,135.69,analytical
Qwen-72B,a40,4,128,471.6800,471.6800,471.6800,471.6800,1.0000,0.0000,0.0000,271.37,271.37,analytical
Qwen-72B,a40,8,4,668.1,747.94,668.04,747.87,1.0,0.0,0.0,10.7,10.7,simulated
Qwen-72B,a40,8,8,471.63,471.63,471.68,471.68,1.0,0.0,0.0,16.97,16.97,simulated
Qwen-72B,a40,8,16,471.63,471.63,471.63,471.63,1.0,0.0,0.0,16.97,16.97,simulated
Qwen-72B,a40,8,32,471.6800,471.6800,471.6800,471.6800,1.0000,0.0000,0.0000,67.84,67.84,analytical
Qwen-72B,a40,8,64,471.7300,471.7300,471.7300,471.7300,1.0000,0.0500,0.0500,135.67,135.67,analytical
Qwen-72B,a40,8,128,471.7800,471.7800,471.7800,471.7800,1.0000,0.1000,0.1000,271.31,271.31,analytical
Qwen-72B,a40,16,4,667.91,747.75,667.91,747.75,1.0,0.0,0.0,10.7,10.7,simulated
