model,device,ctx_K,batch,dense_tpot_p50_ms,dense_tpot_p99_ms,sparse_tpot_p50_ms,sparse_tpot_p99_ms,speedup_dense_over_sparse,dense_hbf_stall_ms,sparse_hbf_stall_ms,dense_throughput_tok_s,sparse_throughput_tok_s,source
Meta-Llama-3-8B,a40,8,8,19.12,19.12,19.12,19.12,1.0,0.0,0.0,424.12,424.12,simulated
Meta-Llama-3-8B,a40,8,16,19.12,19.12,19.12,19.12,1.0,0.0,0.0,424.12,424.12,simulated
Meta-Llama-3-8B,a40,8,32,19.12,19.12,19.12,19.12,1.0,0.0,0.0,424.12,424.12,simulated
Meta-Llama-3-8B,a40,8,64,19.12,19.12,19.12,19.12,1.0,0.0,0.0,424.12,424.12,simulated
Meta-Llama-3-8B,a40,8,128,19.12,19.12,19.12,19.12,1.0,0.0,0.0,424.12,424.12,simulated
Meta-Llama-3-8B,a40,16,4,31.22,34.86,31.22,34.86,1.0,0.0,0.0,231.16,231.16,simulated
Meta-Llama-3-8B,a40,16,8,25.11,25.11,24.18,24.18,1.038,3.72,0.0,321.91,334.43,simulated
Meta-Llama-3-8B,a40,16,16,25.11,25.11,24.18,24.18,1.038,3.72,0.0,321.91,334.43,simulated
Meta-Llama-3-8B,a40,16,32,25.11,25.11,24.18,24.18,1.038,3.72,0.0,321.91,334.43,simulated
Meta-Llama-3-8B,a40,16,64,25.11,25.11,24.18,24.18,1.038,3.72,0.0,321.91,334.43,simulated
Meta-Llama-3-8B,a40,16,128,25.11,25.11,24.18,24.18,1.038,3.72,0.0,321.91,334.43,simulated
Meta-Llama-3-8B,a40,32,4,42.39,46.59,31.22,34.86,1.358,46.89,0.0,172.67,231.16,simulated
Meta-Llama-3-8B,a40,32,8,46.58,46.58,24.18,24.18,1.926,89.6,0.0,172.71,334.43,simulated
Meta-Llama-3-8B,a40,32,16,46.58,46.58,24.18,24.18,1.926,89.6,0.0,172.71,334.43,simulated
Meta-Llama-3-8B,a40,32,32,46.58,46.58,24.18,24.18,1.926,89.6,0.0,172.71,334.43,simulated
Meta-Llama-3-8B,a40,32,64,46.58,46.58,24.18,24.18,1.926,89.6,0.0,172.71,334.43,simulated
Meta-Llama-3-8B,a40,32,128,36.7493,36.7493,34.3000,34.3000,1.0714,12.5693,10.1200,3483.06,3731.78,analytical
Meta-Llama-3-8B,a40,64,4,81.53,89.92,31.22,34.86,2.611,220.21,0.0,89.22,231.16,simulated
Meta-Llama-3-8B,a40,64,8,89.91,89.91,24.18,24.18,3.718,262.92,0.0,89.23,334.43,simulated
Meta-Llama-3-8B,a40,64,16,89.91,89.91,24.18,24.18,3.718,262.92,0.0,89.23,334.43,simulated
Meta-Llama-3-8B,a40,64,32,89.91,89.91,24.18,24.18,3.718,262.92,0.0,89.23,334.43,simulated
Meta-Llama-3-8B,a40,64,64,89.5200,89.5200,30.6857,30.6857,2.9173,65.3400,6.5057,714.92,2085.66,analytical
Meta-Llama-3-8B,a40,64,128,60.1036,60.1036,54.5400,54.5400,1.1020,35.9236,30.3600,2129.66,2346.90,analytical
Meta-Llama-3-8B,a40,128,4,162.43,179.21,31.22,34.86,5.203,577.37,0.0,44.7,231.16,simulated
Meta-Llama-3-8B,a40,128,8,179.2,179.2,24.18,24.18,7.411,620.08,0.0,44.71,334.43,simulated
Meta-Llama-3-8B,a40,128,16,179.2,179.2,24.18,24.18,7.411,620.08,0.0,44.71,334.43,simulated
Meta-Llama-3-8B,a40,128,32,176.3193,176.3193,28.8440,28.8440,6.1129,152.1393,4.6640,181.49,1109.42,analytical
Meta-Llama-3-8B,a40,128,64,175.4000,175.4000,42.2514,42.2514,4.1513,151.2200,18.0714,364.88,1514.74,analytical
Meta-Llama-3-8B,a40,128,128,106.8121,106.8121,95.0200,95.0200,1.1241,82.6321,70.8400,1198.37,1347.08,analytical
Meta-Llama-3-8B,a40,256,4,324.57,358.12,34.54,38.18,9.397,1293.03,13.28,22.35,210.92,simulated
Meta-Llama-3-8B,a40,256,8,358.11,358.11,37.89,37.89,9.451,1335.74,54.84,22.36,212.59,simulated
Meta-Llama-3-8B,a40,256,16,355.1303,355.1303,27.7302,27.7302,12.8066,330.9503,3.5502,45.05,576.99,analytical
Meta-Llama-3-8B,a40,256,32,349.1936,349.1936,36.5880,36.5880,9.5439,325.0136,12.4080,91.64,874.60,analytical
Meta-Llama-3-8B,a40,256,64,347.1600,347.1600,65.3829,65.3829,5.3096,322.9800,41.2029,184.35,978.85,analytical
Meta-Llama-3-8B,a40,256,128,200.2293,200.2293,175.9800,175.9800,1.1378,176.0493,151.8000,639.27,727.36,analytical
Meta-Llama-3-8B,a40,512,4,648.85,715.95,65.86,72.57,9.852,2724.34,150.84,11.18,110.62,simulated
Meta-Llama-3-8B,a40,512,8,713.3514,713.3514,51.6937,51.6937,13.7996,675.4614,13.8037,11.21,154.76,analytical
Meta-Llama-3-8B,a40,512,16,707.6924,707.6924,33.3887,33.3887,21.1956,683.5124,9.2087,22.61,479.20,analytical
Meta-Llama-3-8B,a40,512,32,694.9421,694.9421,52.0760,52.0760,13.3448,670.7621,27.8960,46.05,614.49,analytical
Meta-Llama-3-8B,a40,512,64,690.6800,690.6800,111.6457,111.6457,6.1864,666.5000,87.4657,92.66,573.24,analytical
Meta-Llama-3-8B,a40,512,128,387.0636,387.0636,337.9000,337.9000,1.1455,362.8836,313.7200,330.70,378.81,analytical
Meta-Llama-3-8B,h100,4,4,24.12,27.02,24.11,27.01,1.0,0.0,0.0,298.91,298.99,simulated
Meta-Llama-3-8B,h100,4,8,16.38,16.38,16.37,16.37,1.001,0.0,0.0,496.19,496.29,simulated
Meta-Llama-3-8B,h100,4,16,16.38,16.38,16.38,16.38,1.0,0.0,0.0,496.19,496.19,simulated
Meta-Llama-3-8B,h100,4,32,16.38,16.38,16.38,16.38,1.0,0.0,0.0,496.19,496.19,simulated
Meta-Llama-3-8B,h100,4,64,16.38,16.38,16.38,16.38,1.0,0.0,0.0,496.19,496.19,simulated
Meta-Llama-3-8B,h100,4,128,16.38,16.38,16.38,16.38,1.0,0.0,0.0,496.19,496.19,simulated
Meta-Llama-3-8B,h100,8,4,26.61,29.8,26.61,29.8,1.0,0.0,0.0,270.8,270.8,simulated
Meta-Llama-3-8B,h100,8,8,19.1,19.1,19.1,19.1,1.0,0.0,0.0,424.63,424.63,simulated
Meta-Llama-3-8B,h100,8,16,19.1,19.1,19.1,19.1,1.0,0.0,0.0,424.63,424.63,simulated
Meta-Llama-3-8B,h100,8,32,19.1,19.1,19.1,19.1,1.0,0.0,0.0,424.63,424.63,simulated
Meta-Llama-3-8B,h100,8,64,19.1,19.1,19.1,19.1,1.0,0.0,0.0,424.63,424.63,simulated
Meta-Llama-3-8B,h100,8,128,19.1,19.1,19.1,19.1,1.0,0.0,0.0,424.63,424.63,simulated
Meta-Llama-3-8B,h100,16,4,31.23,34.88,31.23,34.88,1.0,0.0,0.0,231.06,231.06,simulated
Meta-Llama-3-8B,h100,16,8,25.1,25.1,24.18,24.18,1.038,3.69,0.0,322.0,334.4,simulated
Meta-Llama-3-8B,h100,16,16,25.1,25.1,24.18,24.18,1.038,3.7,0.0,321.99,334.44,simulated
Meta-Llama-3-8B,h100,16,32,25.1,25.1,24.18,24.18,1.038,3.7,0.0,321.99,334.44,simulated
Meta-Llama-3-8B,h100,16,64,25.1,25.1,24.18,24.18,1.038,3.7,0.0,321.99,334.44,simulated
Meta-Llama-3-8B,h100,16,128,25.1,25.1,24.18,24.18,1.038,3.7,0.0,321.99,334.44,simulated
Meta-Llama-3-8B,h100,32,4,42.39,46.58,31.21,34.85,1.358,46.93,0.0,172.68,231.23,simulated
Meta-Llama-3-8B,h100,32,8,46.58,46.58,24.18,24.18,1.926,89.6,0.0,172.71,334.44,simulated
Meta-Llama-3-8B,h100,32,16,46.58,46.58,24.18,24.18,1.926,89.6,0.0,172.71,334.44,simulated
Meta-Llama-3-8B,h100,32,32,46.58,46.58,24.18,24.18,1.926,89.6,0.0,172.71,334.44,simulated
Meta-Llama-3-8B,h100,32,64,46.58,46.58,24.18,24.18,1.926,89.6,0.0,172.71,334.44,simulated
Meta-Llama-3-8B,h100,32,128,36.7400,36.7400,34.3400,34.3400,1.0699,12.5600,10.1600,3483.94,3727.43,analytical
Meta-Llama-3-8B,h100,64,4,81.52,89.92,31.21,34.85,2.612,220.25,0.0,89.23,231.23,simulated
Meta-Llama-3-8B,h100,64,8,89.91,89.91,24.18,24.18,3.718,262.92,0.0,89.24,334.44,simulated
Meta-Llama-3-8B,h100,64,16,89.91,89.91,24.18,24.18,3.718,262.92,0.0,89.24,334.44,simulated
Meta-Llama-3-8B,h100,64,32,89.91,89.91,24.18,24.18,3.718,262.92,0.0,89.24,334.44,simulated
Meta-Llama-3-8B,h100,64,64,89.5400,89.5400,30.7114,30.7114,2.9155,65.3600,6.5314,714.76,2083.91,analytical
Meta-Llama-3-8B,h100,64,128,60.1000,60.1000,54.6600,54.6600,1.0995,35.9200,30.4800,2129.78,2341.75,analytical
Meta-Llama-3-8B,h100,128,4,162.43,179.21,31.21,34.85,5.204,577.42,0.0,44.7,231.23,simulated
Meta-Llama-3-8B,h100,128,8,179.2,179.2,24.18,24.18,7.411,620.08,0.0,44.71,334.44,simulated
Meta-Llama-3-8B,h100,128,16,179.2,179.2,24.18,24.18,7.411,620.08,0.0,44.71,334.44,simulated
Meta-Llama-3-8B,h100,128,32,176.3321,176.3321,28.8624,28.8624,6.1094,152.1521,4.6824,181.48,1108.71,analytical
Meta-Llama-3-8B,h100,128,64,175.4600,175.4600,42.3229,42.3229,4.1458,151.2800,18.1429,364.76,1512.19,analytical
Meta-Llama-3-8B,h100,128,128,106.8200,106.8200,95.3000,95.3000,1.1209,82.6400,71.1200,1198.28,1343.13,analytical
Meta-Llama-3-8B,h100,256,4,324.57,358.12,34.54,38.18,9.397,1293.07,13.32,22.35,210.93,simulated
Meta-Llama-3-8B,h100,256,8,358.11,358.11,37.88,37.88,9.454,1335.74,54.83,22.36,212.6,simulated
Meta-Llama-3-8B,h100,256,16,355.1396,355.1396,27.7442,27.7442,12.8005,330.9596,3.5642,45.05,576.70,analytical
Meta-Llama-3-8B,h100,256,32,349.2293,349.2293,36.6370,36.6370,9.5321,325.0493,12.4570,91.63,873.43,analytical
Meta-Llama-3-8B,h100,256,64,347.3000,347.3000,65.5457,65.5457,5.2986,323.1200,41.3657,184.28,976.42,analytical
Meta-Llama-3-8B,h100,256,128,200.2600,200.2600,176.5800,176.5800,1.1341,176.0800,152.4000,639.17,724.88,analytical
Meta-Llama-3-8B,h100,512,4,648.85,715.95,65.86,72.57,9.852,2724.38,150.88,11.18,110.63,simulated
Meta-Llama-3-8B,h100,512,8,713.3584,713.3584,51.6868,51.6868,13.8016,675.4784,13.8068,11.21,154.78,analytical
Meta-Llama-3-8B,h100,512,16,707.7170,707.7170,33.4251,33.4251,21.1732,683.5370,9.2451,22.61,478.68,analytical
Meta-Llama-3-8B,h100,512,32,695.0236,695.0236,52.1863,52.1863,13.3181,670.8436,28.0063,46.04,613.19,analytical
Meta-Llama-3-8B,h100,512,64,690.9800,690.9800,111.9914,111.9914,6.1699,666.8000,87.8114,92.62,571.47,analytical
Meta-Llama-3-8B,h100,512,128,387.1400,387.1400,339.1400,339.1400,1.1415,362.9600,314.9600,330.63,377.43,analytical
Mistral-7B-v0.1,a100,4,4,24.48,27.42,24.48,27.42,1.0,0.0,0.0,294.52,294.52,simulated
Mistral-7B-v0.1,a100,4,8,16.6,16.6,16.6,16.6,1.0,0.0,0.0,489.54,489.54,simulated
Mistral-7B-v0.1,a100,4,16,16.6,16.6,16.6,16.6,1.0,0.0,0.0,489.54,489.54,simulated
Mistral-7B-v0.1,a100,4,32,16.6,16.6,16.6,16.6,1.0,0.0,0.0,489.54,489.54,simulated
Mistral-7B-v0.1,a100,4,64,16.6,16.6,16.6,16.6,1.0,0.0,0.0,489.54,489.54,simulated
Mistral-7B-v0.1,a100,4,128,16.6,16.6,16.6,16.6,1.0,0.0,0.0,489.54,489.54,simulated
Mistral-7B-v0.1,a100,8,4,26.95,30.18,26.95,30.18,1.0,0.0,0.0,267.33,267.33,simulated
Mistral-7B-v0.1,a100,8,8,19.34,19.34,19.34,19.34,1.0,0.0,0.0,419.25,419.25,simulated
Mistral-7B-v0.1,a100,8,16,19.34,19.34,19.34,19.34,1.0,0.0,0.0,419.25,419.25,simulated
Mistral-7B-v0.1,a100,8,32,19.34,19.34,19.34,19.34,1.0,0.0,0.0,419.25,419.25,simulated
Mistral-7B-v0.1,a100,8,64,19.34,19.34,19.34,19.34,1.0,0.0,0.0,419.25,419.25,simulated
Mistral-7B-v0.1,a100,8,128,19.34,19.34,19.34,19.34,1.0,0.0,0.0,419.25,419.25,simulated
Mistral-7B-v0.1,a100,16,4,31.57,35.26,31.57,35.26,1.0,0.0,0.0,228.55,228.55,simulated
Mistral-7B-v0.1,a100,16,8,25.2,25.2,24.4,24.4,1.033,3.19,0.0,320.77,331.36,simulated
Mistral-7B-v0.1,a100,16,16,25.2,25.2,24.4,24.4,1.033,3.19,0.0,320.77,331.36,simulated
Mistral-7B-v0.1,a100,16,32,25.2,25.2,24.4,24.4,1.033,3.19,0.0,320.77,331.36,simulated
Mistral-7B-v0.1,a100,16,64,25.2,25.2,24.4,24.4,1.033,3.19,0.0,320.77,331.36,simulated
Mistral-7B-v0.1,a100,16,128,25.2,25.2,24.4,24.4,1.033,3.19,0.0,320.77,331.36,simulated
Mistral-7B-v0.1,a100,32,4,42.43,46.63,31.57,35.26,1.344,45.49,0.0,172.51,228.55,simulated
Mistral-7B-v0.1,a100,32,8,46.62,46.62,24.4,24.4,1.911,88.89,0.0,172.54,331.36,simulated
Mistral-7B-v0.1,a100,32,16,46.62,46.62,24.4,24.4,1.911,88.89,0.0,172.54,331.36,simulated
Mistral-7B-v0.1,a100,32,32,46.62,46.62,24.4,24.4,1.911,88.89,0.0,172.54,331.36,simulated
Mistral-7B-v0.1,a100,32,64,46.62,46.62,24.4,24.4,1.911,88.89,0.0,172.54,331.36,simulated
Mistral-7B-v0.1,a100,32,128,36.6757,36.6757,34.5200,34.5200,1.0624,12.2757,10.1200,3490.05,3708.00,analytical
Mistral-7B-v0.1,a100,64,4,81.57,89.96,31.57,35.26,2.584,218.81,0.0,89.18,228.55,simulated
Mistral-7B-v0.1,a100,64,8,89.95,89.95,24.4,24.4,3.686,262.21,0.0,89.19,331.36,simulated
Mistral-7B-v0.1,a100,64,16,89.95,89.95,24.4,24.4,3.686,262.21,0.0,89.19,331.36,simulated
Mistral-7B-v0.1,a100,64,32,89.95,89.95,24.4,24.4,3.686,262.21,0.0,89.19,331.36,simulated
Mistral-7B-v0.1,a100,64,64,89.4600,89.4600,30.9057,30.9057,2.8946,65.0600,6.5057,715.40,2070.81,analytical
Mistral-7B-v0.1,a100,64,128,59.6814,59.6814,54.7600,54.7600,1.0899,35.2814,30.3600,2144.72,2337.47,analytical
Mistral-7B-v0.1,a100,128,4,162.43,179.21,31.57,35.26,5.145,575.79,0.0,44.7,228.55,simulated
Mistral-7B-v0.1,a100,128,8,179.2,179.2,24.4,24.4,7.344,619.2,0.0,44.71,331.36,simulated
Mistral-7B-v0.1,a100,128,16,179.2,179.2,24.4,24.4,7.344,619.2,0.0,44.71,331.36,simulated
Mistral-7B-v0.1,a100,128,32,176.2950,176.2950,29.0640,29.0640,6.0658,151.8950,4.6640,181.51,1101.02,analytical
Mistral-7B-v0.1,a100,128,64,175.1400,175.1400,42.4714,42.4714,4.1237,150.7400,18.0714,365.42,1506.90,analytical
Mistral-7B-v0.1,a100,128,128,105.6929,105.6929,95.2400,95.2400,1.1098,81.2929,70.8400,1211.06,1343.97,analytical
Mistral-7B-v0.1,a100,256,4,324.57,358.12,34.58,38.27,9.386,1291.45,12.05,22.35,210.43,simulated
Mistral-7B-v0.1,a100,256,8,358.11,358.11,37.93,37.93,9.441,1334.85,54.12,22.36,212.35,simulated
Mistral-7B-v0.1,a100,256,16,355.0418,355.0418,27.9502,27.9502,12.7027,330.6418,3.5502,45.07,572.45,analytical
Mistral-7B-v0.1,a100,256,32,349.0550,349.0550,36.8080,36.8080,9.4831,324.6550,12.4080,91.68,869.38,analytical
Mistral-7B-v0.1,a100,256,64,346.5000,346.5000,65.6029,65.6029,5.2818,322.1000,41.2029,184.70,975.57,analytical
Mistral-7B-v0.1,a100,256,128,197.7157,197.7157,176.2000,176.2000,1.1221,173.3157,151.8000,647.39,726.45,analytical
Mistral-7B-v0.1,a100,512,4,648.85,715.95,65.9,72.62,9.846,2722.76,149.43,11.18,110.56,simulated
Mistral-7B-v0.1,a100,512,8,713.2598,713.2598,51.5894,51.5894,13.8257,675.3298,13.6594,11.22,155.07,analytical
Mistral-7B-v0.1,a100,512,16,707.4328,707.4328,33.6087,33.6087,21.0491,683.0328,9.2087,22.62,476.07,analytical
Mistral-7B-v0.1,a100,512,32,694.5750,694.5750,52.2960,52.2960,13.2816,670.1750,27.8960,46.07,611.90,analytical
Mistral-7B-v0.1,a100,512,64,689.2200,689.2200,111.8657,111.8657,6.1611,664.8200,87.4657,92.86,572.11,analytical
Mistral-7B-v0.1,a100,512,128,381.7614,381.7614,338.1200,338.1200,1.1291,357.3614,313.7200,335.29,378.56,analytical
Mistral-7B-v0.1,a40,4,4,24.12,27.02,24.15,27.05,0.999,0.0,0.0,298.92,298.54,simulated
Mistral-7B-v0.1,a40,4,8,16.58,16.58,16.6,16.6,0.999,0.0,0.0,489.98,489.37,simulated
Mistral-7B-v0.1,a40,4,16,16.58,16.58,16.58,16.58,1.0,0.0,0.0,490.0,490.01,simulated
Mistral-7B-v0.1,a40,4,32,16.58,16.58,16.58,16.58,1.0,0.0,0.0,490.0,490.0,simulated
Mistral-7B-v0.1,a40,4,64,16.58,16.58,16.58,16.58,1.0,0.0,0.0,490.01,490.01,simulated
Mistral-7B-v0.1,a40,4,128,16.58,16.58,16.58,16.58,1.0,0.0,0.0,490.01,490.01,simulated
Mistral-7B-v0.1,a40,8,4,26.94,30.16,26.94,30.16,1.0,0.0,0.0,267.49,267.49,simulated
Mistral-7B-v0.1,a40,8,8,19.32,19.32,19.32,19.32,1.0,0.0,0.0,419.68,419.68,simulated
Mistral-7B-v0.1,a40,8,16,19.32,19.32,19.32,19.32,1.0,0.0,0.0,419.68,419.68,simulated
Mistral-7B-v0.1,a40,8,32,19.32,19.32,19.32,19.32,1.0,0.0,0.0,419.68,419.68,simulated
Mistral-7B-v0.1,a40,8,64,19.32,19.32,19.32,19.32,1.0,0.0,0.0,419.68,419.68,simulated
Mistral-7B-v0.1,a40,8,128,19.32,19.32,19.32,19.32,1.0,0.0,0.0,419.68,419.68,simulated
Mistral-7B-v0.1,a40,16,4,31.54,35.22,31.54,35.22,1.0,0.0,0.0,228.79,228.79,simulated
Mistral-7B-v0.1,a40,16,8,25.19,25.19,24.38,24.38,1.033,3.24,0.0,320.88,331.67,simulated
Mistral-7B-v0.1,a40,16,16,25.19,25.19,24.38,24.38,1.033,3.24,0.0,320.88,331.67,simulated
Mistral-7B-v0.1,a40,16,32,25.19,25.19,24.38,24.38,1.033,3.24,0.0,320.88,331.67,simulated
Mistral-7B-v0.1,a40,16,64,25.19,25.19,24.38,24.38,1.033,3.24,0.0,320.88,331.67,simulated
Mistral-7B-v0.1,a40,16,128,25.19,25.19,24.38,24.38,1.033,3.24,0.0,320.88,331.67,simulated
Mistral-7B-v0.1,a40,32,4,42.43,46.63,31.54,35.22,1.345,45.62,0.0,172.52,228.79,simulated
Mistral-7B-v0.1,a40,32,8,46.62,46.62,24.38,24.38,1.912,88.96,0.0,172.56,331.67,simulated
Mistral-7B-v0.1,a40,32,16,46.62,46.62,24.38,24.38,1.912,88.96,0.0,172.56,331.67,simulated
Mistral-7B-v0.1,a40,32,32,46.62,46.62,24.38,24.38,1.912,88.96,0.0,172.56,331.67,simulated
Mistral-7B-v0.1,a40,32,64,46.62,46.62,24.38,24.38,1.912,88.96,0.0,172.56,331.67,simulated
Mistral-7B-v0.1,a40,32,128,36.6793,36.6793,34.5000,34.5000,1.0632,12.2993,10.1200,3489.71,3710.14,analytical
Mistral-7B-v0.1,a40,64,4,81.57,89.96,31.54,35.22,2.586,218.94,0.0,89.18,228.79,simulated
Mistral-7B-v0.1,a40,64,8,89.95,89.95,24.38,24.38,3.689,262.29,0.0,89.19,331.67,simulated
Mistral-7B-v0.1,a40,64,16,89.95,89.95,24.38,24.38,3.689,262.29,0.0,89.19,331.67,simulated
Mistral-7B-v0.1,a40,64,32,89.95,89.95,24.38,24.38,3.689,262.29,0.0,89.19,331.67,simulated
Mistral-7B-v0.1,a40,64,64,89.4800,89.4800,30.8857,30.8857,2.8971,65.1000,6.5057,715.24,2072.16,analytical
Mistral-7B-v0.1,a40,64,128,59.7136,59.7136,54.7400,54.7400,1.0909,35.3336,30.3600,2143.57,2338.33,analytical
Mistral-7B-v0.1,a40,128,4,162.43,179.21,31.54,35.22,5.15,575.94,0.0,44.7,228.79,simulated
Mistral-7B-v0.1,a40,128,8,179.2,179.2,24.38,24.38,7.35,619.28,0.0,44.71,331.67,simulated
Mistral-7B-v0.1,a40,128,16,179.2,179.2,24.38,24.38,7.35,619.28,0.0,44.71,331.67,simulated
Mistral-7B-v0.1,a40,128,32,176.3079,176.3079,29.0440,29.0440,6.0704,151.9279,4.6640,181.50,1101.78,analytical
Mistral-7B-v0.1,a40,128,64,175.2000,175.2000,42.4514,42.4514,4.1271,150.8200,18.0714,365.30,1507.61,analytical
Mistral-7B-v0.1,a40,128,128,105.7821,105.7821,95.2200,95.2200,1.1109,81.4021,70.8400,1210.03,1344.26,analytical
Mistral-7B-v0.1,a40,256,4,324.57,358.12,34.58,38.26,9.386,1291.59,12.17,22.35,210.48,simulated
Mistral-7B-v0.1,a40,256,8,358.11,358.11,37.93,37.93,9.441,1334.94,54.2,22.36,212.37,simulated
Mistral-7B-v0.1,a40,256,16,355.0510,355.0510,27.9302,27.9302,12.7121,330.6710,3.5502,45.06,572.86,analytical
Mistral-7B-v0.1,a40,256,32,349.0907,349.0907,36.7880,36.7880,9.4893,324.7107,12.4080,91.67,869.85,analytical
Mistral-7B-v0.1,a40,256,64,346.6400,346.6400,65.5829,65.5829,5.2855,322.2600,41.2029,184.63,975.86,analytical
Mistral-7B-v0.1,a40,256,128,197.9193,197.9193,176.1800,176.1800,1.1234,173.5393,151.8000,646.73,726.53,analytical
Mistral-7B-v0.1,a40,512,4,648.85,715.95,65.9,72.61,9.846,2722.9,149.56,11.18,110.56,simulated
Mistral-7B-v0.1,a40,512,8,713.2669,713.2669,51.6054,51.6054,13.8215,675.3369,13.6754,11.22,155.02,analytical
Mistral-7B-v0.1,a40,512,16,707.4573,707.4573,33.5887,33.5887,21.0624,683.0773,9.2087,22.62,476.35,analytical
Mistral-7B-v0.1,a40,512,32,694.6564,694.6564,52.2760,52.2760,13.2882,670.2764,27.8960,46.07,612.14,analytical
Mistral-7B-v0.1,a40,512,64,689.5200,689.5200,111.8457,111.8457,6.1649,665.1400,87.4657,92.82,572.22,analytical
Mistral-7B-v0.1,a40,512,128,382.1936,382.1936,338.1000,338.1000,1.1304,357.8136,313.7200,334.91,378.59,analytical
Mistral-7B-v0.1,h100,4,4,24.44,27.38,24.45,27.39,1.0,0.0,0.0,294.94,294.8,simulated
Mistral-7B-v0.1,h100,4,8,16.58,16.58,16.59,16.59,0.999,0.0,0.0,490.04,489.88,simulated
Mistral-7B-v0.1,h100,4,16,16.58,16.58,16.58,16.58,1.0,0.0,0.0,490.0,490.0,simulated
Mistral-7B-v0.1,h100,4,32,16.58,16.58,16.58,16.58,1.0,0.0,0.0,490.0,490.0,simulated
Mistral-7B-v0.1,h100,4,64,16.58,16.58,16.58,16.58,1.0,0.0,0.0,490.12,490.12,simulated
Mistral-7B-v0.1,h100,4,128,16.58,16.58,16.58,16.58,1.0,0.0,0.0,490.12,490.12,simulated
Mistral-7B-v0.1,h100,8,4,26.93,30.15,26.93,30.15,1.0,0.0,0.0,267.6,267.6,simulated
Mistral-7B-v0.1,h100,8,8,19.29,19.29,19.29,19.29,1.0,0.0,0.0,420.27,420.27,simulated
Mistral-7B-v0.1,h100,8,16,19.29,19.29,19.29,19.29,1.0,0.0,0.0,420.27,420.27,simulated
Mistral-7B-v0.1,h100,8,32,19.29,19.29,19.29,19.29,1.0,0.0,0.0,420.27,420.27,simulated
Mistral-7B-v0.1,h100,8,64,19.29,19.29,19.29,19.29,1.0,0.0,0.0,420.27,420.27,simulated
Mistral-7B-v0.1,h100,8,128,19.29,19.29,19.29,19.29,1.0,0.0,0.0,420.27,420.27,simulated
Mistral-7B-v0.1,h100,16,4,31.54,35.23,31.54,35.23,1.0,0.0,0.0,228.76,228.76,simulated
Mistral-7B-v0.1,h100,16,8,25.19,25.19,24.37,24.37,1.034,3.25,0.0,320.86,331.68,simulated
Mistral-7B-v0.1,h100,16,16,25.19,25.19,24.37,24.37,1.034,3.25,0.0,320.86,331.68,simulated
Mistral-7B-v0.1,h100,16,32,25.19,25.19,24.37,24.37,1.034,3.25,0.0,320.86,331.68,simulated
Mistral-7B-v0.1,h100,16,64,25.19,25.19,24.37,24.37,1.034,3.25,0.0,320.86,331.68,simulated
Mistral-7B-v0.1,h100,16,128,25.19,25.19,24.37,24.37,1.034,3.25,0.0,320.86,331.68,simulated
Mistral-7B-v0.1,h100,32,4,42.43,46.62,31.54,35.23,1.345,45.59,0.0,172.53,228.76,simulated
Mistral-7B-v0.1,h100,32,8,46.62,46.62,24.37,24.37,1.913,88.96,0.0,172.56,331.68,simulated
Mistral-7B-v0.1,h100,32,16,46.62,46.62,24.37,24.37,1.913,88.96,0.0,172.56,331.68,simulated
Mistral-7B-v0.1,h100,32,32,46.62,46.62,24.37,24.37,1.913,88.96,0.0,172.56,331.68,simulated
Mistral-7B-v0.1,h100,32,64,46.62,46.62,24.37,24.37,1.913,88.96,0.0,172.56,331.68,simulated
Mistral-7B-v0.1,h100,32,128,36.6814,36.6814,34.5300,34.5300,1.0623,12.3114,10.1600,3489.50,3706.92,analytical
Mistral-7B-v0.1,h100,64,4,81.56,89.96,31.54,35.23,2.586,218.92,0.0,89.19,228.76,simulated
Mistral-7B-v0.1,h100,64,8,89.95,89.95,24.37,24.37,3.691,262.28,0.0,89.2,331.68,simulated
Mistral-7B-v0.1,h100,64,16,89.95,89.95,24.37,24.37,3.691,262.28,0.0,89.2,331.68,simulated
Mistral-7B-v0.1,h100,64,32,89.95,89.95,24.37,24.37,3.691,262.28,0.0,89.2,331.68,simulated
Mistral-7B-v0.1,h100,64,64,89.4800,89.4800,30.9014,30.9014,2.8957,65.1100,6.5314,715.24,2071.10,analytical
Mistral-7B-v0.1,h100,64,128,59.7329,59.7329,54.8500,54.8500,1.0890,35.3629,30.4800,2142.87,2333.64,analytical
Mistral-7B-v0.1,h100,128,4,162.43,179.21,31.54,35.23,5.15,575.92,0.0,44.7,228.76,simulated
Mistral-7B-v0.1,h100,128,8,179.2,179.2,24.37,24.37,7.353,619.29,0.0,44.71,331.68,simulated
Mistral-7B-v0.1,h100,128,16,179.2,179.2,24.37,24.37,7.353,619.29,0.0,44.71,331.68,simulated
Mistral-7B-v0.1,h100,128,32,176.3079,176.3079,29.0524,29.0524,6.0686,151.9379,4.6824,181.50,1101.46,analytical
Mistral-7B-v0.1,h100,128,64,175.2000,175.2000,42.5129,42.5129,4.1211,150.8300,18.1429,365.30,1505.43,analytical
Mistral-7B-v0.1,h100,128,128,105.8357,105.8357,95.4900,95.4900,1.1083,81.4657,71.1200,1209.42,1340.45,analytical
Mistral-7B-v0.1,h100,256,4,324.57,358.12,34.58,38.26,9.386,1291.57,12.14,22.35,210.49,simulated
